gvkey,first_quarter,last_quarter,first_markup,last_markup,first_PPI,last_PPI,first_COGS,last_COGS,first_quarter_index,last_quarter_index,periods,cagr_markup,cagr_PPI,cagr_COGS,ind2d_definition,dot_size,sale_CPI,conm,naics,markup_closest_2018
10902,2018Q1,2024Q4,1.1699632,1.0591912,72.85250173200494,69.03385367152146,530.0190280447574,371.08161894259166,1,28,27,-0.36771743272576707,-0.19920818961506326,-1.3116583567392093,Manufacturing,7.230638032005467,1381.103411212912,UNITED-GUARDIAN INC,325412,1.1699632
10903,2018Q4,2024Q4,1.0322795,0.9692651,72.43682449005428,67.57044529794273,17636447.07483424,25192670.900356185,4,28,24,-0.26210002993000137,-0.28934769665308613,1.496865380671375,Finance and Insurance,16.955799790672025,23110550.219169848,UNITEDHEALTH GROUP INC,524114,1.0322795
10930,2018Q4,2024Q4,0.96259511,1.2329886,34.893104062158784,41.15900419566237,764.7207760353205,1520.4522695871517,4,28,24,1.0368525318417587,0.6905126992089672,2.9049452457207137,Manufacturing,6.79270022977559,891.3170762584464,U S ANTIMONY CORP,331410,0.96259511
10938,2018Q1,2024Q4,2.242799,0.49147558,76.06717362310279,64.8312228264314,241.10039183233846,2286.6993700168587,1,28,27,-5.467332965754523,-0.5902124451544366,8.689001338668234,"Mining, Quarrying, and Oil and Gas Extraction",6.437514579768967,624.8518488321438,US ENERGY CORP,211120,2.242799
10983,2018Q1,2024Q4,1.1808617,1.1455802,85.71118929639633,85.05311125476923,4283550.29488788,5149193.190604758,1,28,27,-0.11228207442983695,-0.028542151809596294,0.6840246364982816,Manufacturing,15.627849088363833,6124753.620514171,RTX CORP,336412,1.1808617
10984,2018Q1,2019Q3,1.9603932,1.6860977,17.03776182648656,16.88806225127247,1234032.1721951857,1393656.03083635,1,7,6,-2.480846059869901,-0.14697801302364644,2.0480834494499334,Information,14.998740041335708,3264901.1393962502,SPRINT CORP,517312,1.9603932
10991,2018Q1,2024Q4,2.2596741,2.9701784,26.882694492973712,18.149724936938306,119224.14376109137,73202.26641822261,1,28,27,1.0177419685988287,-1.4443833369916836,-1.790367537032933,Manufacturing,12.695293038542568,326208.83014915395,LIGHT & WONDER INC,334118,2.2596741
11012,2018Q1,2024Q4,0.72479439,0.78203577,131.9622771112267,107.53697823579367,88736.1955459194,76377.21666603287,1,28,27,0.2819243151551243,-0.7552128293498162,-0.5539541786683699,Manufacturing,11.872308755781834,143244.57396536085,SENSIENT TECHNOLOGIES CORP,325199,0.72479439
11027,2018Q4,2024Q4,1.371104,1.530731,54.04079961388128,67.03172731997313,1078.0466190875572,1109.7590346173836,4,28,24,0.4599258619263802,0.9016520273315232,0.12087377840759306,Manufacturing,7.489834126579357,1789.7551944044437,UNIVERSAL SAFETY PRDUCTS INC,334290,1.371104
11051,2018Q4,2024Q4,2.3273358,2.1742475,27.851186840314597,24.31043972062719,1369.6137230389443,1149.0537577163427,4,28,24,-0.2831049675013464,-0.5649386223083974,-0.7289549813848439,Manufacturing,8.258320048679156,3859.6047030525533,UTAH MEDICAL PRODUCTS INC,334510,2.3273358
11060,2018Q4,2024Q4,2.1581693,2.091893,45.29773867358727,43.118670063758856,390205.00688367384,293635.20553675323,4,28,24,-0.12987774560063725,-0.20521010926377592,-1.1777350137959552,Manufacturing,13.745755981875998,932622.679727185,VF CORP,315,2.1581693
11065,2018Q4,2023Q4,0.84459746,0.90014893,62.269551216115715,75.77660053523934,63444.13147025779,65964.57268646346,4,24,20,0.3190082129277849,0.9864182619227835,0.19498044598216246,Transportation and Warehousing,11.178912499899598,71604.44985995285,VSE CORP,488190,0.84459746
11094,2018Q1,2024Q4,1.1405337,1.2767345,86.91669125555802,107.69352968019166,203298.26139694612,221640.9349608954,1,28,27,0.41868640647901856,0.7970090338459634,0.32045493168988415,Manufacturing,12.545237599763157,280754.97694497596,VALMONT INDUSTRIES INC,332312,1.1405337
11115,2018Q4,2020Q4,1.4920473,1.568917,27.851186840314597,27.427887322861565,175533.68252812812,173056.903260999,4,12,8,0.6299303774761622,-0.1912581132429425,-0.17747341347517098,Manufacturing,12.667047298656083,317123.7320589306,VARIAN MEDICAL SYSTEMS INC,334510,1.4920473
11124,2018Q1,2024Q4,1.3475429,1.5113221,33.99515444469175,33.10548731794501,39052.63780102941,32875.739944987385,1,28,27,0.42572576176500565,-0.09817011301339607,-0.6356578531442225,Manufacturing,11.06226039547357,63720.42255736873,VEECO INSTRUMENTS INC,333242,1.3475429
11161,2018Q1,2018Q4,1.3520823,1.4078892,54.89052655883558,54.04079961388128,1901.4784235843758,1507.2871995315938,1,4,3,1.3573194970628366,-0.5186989474063486,-7.451751704545783,Manufacturing,8.043344705787536,3113.007892541877,VICON INDUSTRIES INC,334290,1.3520823
11169,2018Q1,2024Q2,1.1207706,1.4217901,37.37056073401246,35.13462682848886,1190.6341016653648,303.49887237390016,1,26,25,0.9561430258253623,-0.24648007698080399,-5.320675535928876,Manufacturing,7.387569662052907,1615.774459263055,VIDEO DISPLAY CORP,334419,1.1207706
11178,2018Q4,2024Q4,1.0651897,1.0917298,78.41058345069865,87.45927608979477,118310.96798696058,129477.38018278383,4,28,24,0.10259636678029427,0.45609679317932805,0.3764974588311043,Retail Trade,12.006303542150796,163783.96341366923,VILLAGE SUPER MARKET  -CL A,445110,1.0651897
11185,2018Q1,2024Q4,1.3838573,1.2594668,56.61840466362095,56.66425828041221,5412.301962649611,6165.785704326222,1,28,27,-0.34823037100556453,0.0029983540501543615,0.4839117957468275,Manufacturing,9.112616317383964,9068.991238773411,VIRCO MFG. CORP,337127,1.3838573
11191,2018Q1,2024Q4,1.2485459,1.1896026,22.663437635907787,18.642176864281097,190524.7626376688,163900.50829625683,1,28,27,-0.1789518839423243,-0.7208205077174124,-0.5559399642357854,Manufacturing,12.570828920327733,288032.5922724351,VISHAY INTERTECHNOLOGY INC,33441,1.2485459
11217,2018Q4,2024Q4,1.1521991,1.2167962,60.05411991834539,52.53228822045607,3377869.7798806834,2086089.668022968,4,28,24,0.22754583436046527,-0.5560240987227849,-1.988112496740746,Manufacturing,15.365740150076329,4712552.023167123,VOLVO AB,336120,1.1521991
11228,2018Q1,2024Q4,1.2049062,1.3569423,107.89242534497146,127.82858944619791,246605.91927982992,363381.1207869085,1,28,27,0.4410889762323844,0.6299594780384332,1.4461368625789728,"Mining, Quarrying, and Oil and Gas Extraction",12.74652510908012,343356.6936842426,VULCAN MATERIALS CO,212319,1.2049062
11234,2018Q1,2024Q4,1.0380971,1.0985425,127.30100286913483,80.53199984789138,16962.216233377785,22532.037875042777,1,28,27,0.20983085809513913,-1.681625197000991,1.057215765615127,Manufacturing,10.576885789379485,39217.79156943456,WD-40 CO,325998,1.0380971
11264,2018Q3,2024Q4,1.1518558,0.94556433,66.59660687700527,51.22257291706277,10394325.157037428,9789139.445564132,3,28,25,-0.7862834356641701,-1.0444011231336092,-0.23965815194378903,Retail Trade,16.43051169527598,13667231.921787798,WALGREENS BOOTS ALLIANCE INC,456110,1.1518558
11343,2018Q4,2024Q4,1.0324267,1.0464016,78.41058345069865,87.45927608979477,263292.21590999,290883.3073481132,4,28,24,0.05603727908156664,0.45609679317932805,0.4161036446105548,Retail Trade,12.775010711261748,353278.0529489026,WEIS MARKETS INC,445110,1.0324267
11361,2018Q1,2018Q2,1.2236135,1.2979473,40.745966219665206,41.282513826145305,822.5541701346615,642.2168414193176,1,2,1,6.074941147674484,1.3168115920666246,-21.924067163360274,Wholesale Trade,7.033484887568393,1133.9755095847652,AG&E HOLDINGS INC,4239,1.2236135
11372,2018Q4,2024Q4,1.3142723,4.8846483,57.6013205576567,52.661263642240556,34.813982561359644,1.901357569304483,4,28,24,5.6224323139952626,-0.3729085616190009,-11.409343416805907,Real Estate and Rental and Leasing,3.9999359745005503,54.59465447122308,NEW CONCEPT ENERGY INC,531120,1.3142723
11376,2018Q1,2024Q4,0.73223019,0.86294138,86.193390080061,90.71345273858869,102427.48313010513,137689.97731046635,1,28,27,0.6101942619546996,0.18948364143729357,1.1017642818995421,Manufacturing,12.026002880396362,167042.38814117183,WEST PHARMACEUTICAL SVSC INC,326299,0.73223019
11399,2018Q1,2024Q4,1.534741,1.4757723,18.68528036700623,15.526803437654484,1120313.1540475993,370447.8330861568,1,28,27,-0.14500658287963653,-0.6834621569462795,-4.015845950930352,Manufacturing,14.548792400952559,2081901.8834722424,WESTERN DIGITAL CORP,334112,1.534741
11440,2018Q1,2018Q3,1.1770021,1.0821546,72.93286852928237,72.60741439569452,87357.10130463842,104695.99624224765,1,3,2,-4.113815821665378,-0.22336843968491227,9.475245938762654,"Mining, Quarrying, and Oil and Gas Extraction",11.68530667643572,118813.06759301724,WESTMORELAND COAL CO,212111,1.1770021
11443,2018Q4,2024Q4,1.1928619,1.2184685,78.41058345069865,87.45927608979477,2990046.365894957,3028862.6079020416,4,28,24,0.08853652241398446,0.45609679317932805,0.05375726841436723,Retail Trade,15.349233625993639,4635402.655357397,WESTON (GEORGE) LTD,445110,1.1928619
11456,2018Q1,2024Q4,0.68189567,0.66920978,56.13620789829613,58.27122231940272,493452.1352835194,404989.1622618549,1,28,27,-0.06952798893934409,0.13834500237386305,-0.7290537006375164,Manufacturing,13.527055366215686,749420.3846121853,WEYERHAEUSER CO,321,0.68189567
11465,2018Q1,2024Q4,1.0288868,1.0512391,50.38998189295874,51.479256188918875,1584029.5743384636,1073316.3478723806,1,28,27,0.0796321434959335,0.07924082609442884,-1.4312102120189518,Manufacturing,14.495271900177015,1973406.7071476905,WHIRLPOOL CORP,3352,1.0288868
11499,2018Q4,2024Q4,2.725713,3.823884,164.57519029006377,32.74264491513607,52823.88872185211,28872.114689888578,4,28,24,1.4205646981745534,-6.506541665572307,-2.4856172626826822,Information,12.177246191801506,194317.01296029624,WILEY (JOHN) & SONS  -CL A,513120,2.725713
11511,2018Q4,2024Q4,1.3097442,1.5336964,54.23860633297992,31.617675653750105,426816.2612947637,392455.4131649998,4,28,24,0.6598714480086976,-2.2235588681403518,-0.3491004120588004,Retail Trade,13.496019584080608,726518.7599892393,WILLIAMS-SONOMA INC,449110,1.3097442
11537,2018Q1,2024Q4,0.96520311,1.0064858,77.59414678971413,78.79510970833175,154730.19479826707,195396.1795388574,1,28,27,0.1552373345521163,0.05690114190348705,0.86799081228075,Manufacturing,12.105333282479947,180833.732387968,WINNEBAGO INDUSTRIES,336214,0.96520311
11566,2018Q1,2024Q4,1.6162035,1.6554391,52.84116920992085,51.08599206500107,119907.26153794967,85624.46920434524,1,28,27,0.08887803043362563,-0.12503389714594304,-1.2394675914350728,Manufacturing,12.276622121483495,214619.53212941994,WOLVERINE WORLD WIDE,3162,1.6162035
11580,2018Q1,2024Q4,1.1890221,1.1914395,94.029152814612,88.43720766627371,131221.70109265493,195651.27834607242,1,28,27,0.007522636089030144,-0.22682417254152876,1.4904259101197637,Manufacturing,12.149086572890306,188921.44503198375,WOODWARD INC,3364,1.1890221
11584,2018Q4,2024Q4,1.2949361,1.1068455,45.25817732976754,38.25372982976511,608057.8545092021,500690.8265835139,4,28,24,-0.6518133898071765,-0.6981444893196187,-0.806237475765581,Retail Trade,13.708853348166524,898833.7315841946,FOOT LOCKER INC,458210,1.2949361
11600,2018Q1,2024Q4,0.99443817,1.2902516,79.20148273526306,90.57275227846014,329751.80040713015,67211.4056102724,1,28,27,0.9691647681059345,0.49811947458076045,-5.720584458007016,Manufacturing,12.891830025616802,397054.9747871274,WORTHINGTON ENTERPRISES INC,332,0.99443817
11632,2018Q4,2024Q4,1.394478,1.4973669,45.29773867358727,43.118670063758856,638.1244758121944,2008.4673790419693,4,28,24,0.29705706722167324,-0.20521010926377592,4.893434946307429,Manufacturing,6.893121804605526,985.4730745493963,IFABRIC CORP,315,1.394478
11636,2018Q4,2021Q4,1.5258507,1.3390179,40.82730682195813,42.71212732800097,542386.0237684554,399597.84183895716,4,16,12,-1.0825614653569016,0.37680605140435475,-2.5138572356678934,Manufacturing,13.817597218327158,1002088.8389536816,XEROX HOLDINGS CORP,333316,1.5258507
11644,2018Q1,2020Q3,1.1046638,1.0941367,131.0380669792158,118.21081385903007,39448.84611160722,12971.837375822033,1,11,10,-0.0957080185498449,-1.0248945921733976,-10.526027635076618,"Mining, Quarrying, and Oil and Gas Extraction",10.826877581423181,50356.22783810221,KEY ENERGY SERVICES INC,213111,1.1046638
11670,2018Q1,2024Q4,1.3677582,1.4476265,71.64699977284324,72.22623619931296,223781.34701904882,145802.43627283213,1,28,27,0.2104146523656203,0.029826973759949915,-1.5742070899356753,Manufacturing,12.822909584379444,370611.4856449429,SPECTRUM BRND HLDG INC,335210,1.3677582
11672,2018Q1,2024Q4,1.2718589,1.1498253,41.348717199246046,38.61752291135871,2404791.1630598516,3505469.5719410325,1,28,27,-0.3728938078331967,-0.2527735553019883,1.4055695617457564,Retail Trade,15.065819945805892,3491422.9942024597,TJX COS INC (THE),458110,1.2718589
11703,2018Q4,2024Q4,0.76524115,1.1768851,87.47013514155049,95.71877337085346,468.8019242637634,3100.7973026073946,4,28,24,1.809660571835936,0.37619344521595544,8.189928305251382,Manufacturing,6.073927911412821,434.383555140601,FLUX POWER HOLDINGS INC,335910,0.76524115
11721,2018Q1,2024Q4,0.99301553,1.054489,60.35546475536206,52.53228822045607,530139.5782406735,678689.5843632353,1,28,27,0.2227115790056855,-0.5128415661376784,0.9190999841516279,Manufacturing,13.36519857355218,637429.2526060642,OSHKOSH CORP,336120,0.99301553
11745,2018Q1,2024Q4,5.4117465,5.0258155,26.11920911517,20.92824276533445,3569.491301077771,7901.408272172997,1,28,27,-0.2736402522221959,-0.8172769822821779,2.986764406000164,Information,10.168547617329224,26070.185368830756,QUALYS INC,513210,5.4117465
11749,2018Q4,2024Q4,1.0613995,1.1916825,91.03065608532592,118.62855078526067,734642.286329182,371790.50842301396,4,28,24,0.4835731834264001,1.109446124015534,-2.797836306799739,Manufacturing,13.758039141643167,944148.8772490624,SKF AB,332991,1.0613995
11781,2018Q1,2024Q4,1.7163979,1.2075075,62.686101876407996,59.934593299615926,266014.09898834676,481994.14381868654,1,28,27,-1.2940341911079623,-0.16610598904277518,2.2258272157698267,"Mining, Quarrying, and Oil and Gas Extraction",13.176108908440566,527608.024126434,OVINTIV INC,2111,1.7163979
11796,2018Q1,2024Q4,1.0864357,1.1446201,83.26000197943421,95.00608117529248,198700.4769247034,191415.68746751847,1,28,27,0.19341069934613042,0.4899840571415126,-0.1382418112952144,Manufacturing,12.473768033782576,261389.7934730025,LCI INDUSTRIES,336211,1.0864357
11805,2018Q1,2018Q4,2.1430235,2.1372554,28.20874463888164,27.851186840314597,843.04770344041,886.9653284382764,1,4,3,-0.08979965044638716,-0.4243119932807571,1.707153072363976,Manufacturing,7.69055311892699,2187.5842218920843,CAS MEDICAL SYSTEMS INC,334510,2.1430235
11922,2018Q1,2024Q4,1.1894482,1.105263,78.03616015640021,76.66749058828003,59923.49321999579,71968.285355744,1,28,27,-0.2715055197239358,-0.0655138784731224,0.6806649738259951,Retail Trade,11.306680150374639,81363.34556368648,NATURAL GROCERS VITAMIN CTGE,456191,1.1894482
11923,2018Q1,2019Q2,2.4751101,2.9243793,62.686101876407996,50.46369395806969,425140.35759769013,390231.67066954507,1,6,5,3.3922141227216374,-4.244979247104375,-1.6989773460033608,"Mining, Quarrying, and Oil and Gas Extraction",14.011035928486072,1215949.6428077603,ANADARKO PETROLEUM CORP,2111,2.4751101
11925,2018Q1,2024Q4,1.4412441,1.3846638,131.0380669792158,126.74259738119682,56738.55704389059,178147.38056305534,1,28,27,-0.14822090501843688,-0.12336691872415484,4.328688136094372,"Mining, Quarrying, and Oil and Gas Extraction",11.456292410318804,94494.07473686202,NOBLE CORP PLC,213111,1.4412441
11930,2018Q1,2024Q4,1.0978992,1.0555969,125.93476731541826,77.8571066408082,656.9985677431223,246.2258052249306,1,28,27,-0.14542063072999767,-1.765302596721141,-3.5696657822518407,Manufacturing,7.381833270215979,1606.5322775761488,CCA INDUSTRIES INC,325620,1.0978992
11976,2018Q1,2024Q4,1.3530772,0.97934884,47.5369605896094,40.638982900457584,2243.4391459999097,2603.5922982342727,1,28,27,-1.1900795786064844,-0.5789831364528597,0.5529383630018092,Manufacturing,8.120214907157777,3361.7431301155725,ROCKY MOUNTAIN CHOC FACT INC,311352,1.3530772
12088,2018Q2,2023Q3,7.7884989,2.4824841,68.81751094735935,71.48433502894918,1.1989113405463303,0.6565665071177227,2,23,21,-5.299136565434215,0.18121210082160388,-2.8266395567821623,"Mining, Quarrying, and Oil and Gas Extraction",2.378638506149094,10.790202064916972,ALTEX INDUSTRIES INC,2111,7.7884989
12096,2018Q4,2024Q4,1.0741642,1.0110267,67.49165651258842,71.43780976283732,4390.122323675091,11782.395964051664,4,28,24,-0.25208390696412897,0.23704423442361122,4.199317575881678,Retail Trade,8.591021934534204,5383.112053550235,ENVELA CORP,458310,1.0741642
12141,2018Q1,2024Q4,3.1461985,3.8298624,26.11920911517,20.92824276533445,2322198.6073318063,4215943.517004474,1,28,27,0.7309323534283374,-0.8172769822821779,2.233310224191287,Information,16.104017249488898,9860202.357969869,MICROSOFT CORP,513210,3.1461985
12142,2018Q4,2024Q4,4.7617798,3.4880729,23.3807534062317,20.92824276533445,685598.0883958667,1137328.7193722986,4,28,24,-1.2885927080825144,-0.4606590492425622,2.1313369313297192,Information,15.298465745718582,4405946.861202981,ORACLE CORP,513210,4.7617798
12151,2018Q4,2024Q4,1.3317976,1.5821503,84.38434636747742,77.8571066408082,306679.5372905227,136739.29852581408,4,28,24,0.7203121174167659,-0.33488273930807333,-3.3095259423094103,Manufacturing,13.720841066645123,909673.5397907996,COTY INC,325620,1.3317976
12181,2018Q1,2024Q4,1.1067996,1.2280957,49.86759771065534,49.477126668441265,7307.752876438179,21648.22349824441,1,28,27,0.3858987932578106,-0.029110473535176595,4.104161203172385,Manufacturing,9.798916592305117,18014.217609739553,REPLIGEN CORP,325414,1.1067996
12198,2018Q4,2024Q4,1.0257615,0.95635962,134.27119696801861,126.74259738119682,166499.4540534553,106035.22581790065,4,28,24,-0.2914765826832477,-0.24014192689926217,-1.8625227572026337,"Mining, Quarrying, and Oil and Gas Extraction",12.192759054441245,197354.92855221307,CALFRAC WELL SERVICES LTD,213111,1.0257615
12215,2018Q4,2019Q4,1.613995,1.6813151,12.778313658158341,12.288308607649086,122366.00572848259,106646.57502284615,4,8,4,1.0268314218604635,-0.9727676554275866,-3.378999080627232,Manufacturing,12.384796226702653,239138.0374408558,CYPRESS SEMICONDUCTOR CORP,334413,1.613995
12250,2018Q1,2020Q3,5.6271429,2.8978195,72.85250173200494,72.80764897533787,3747.101923060927,5626.432372361443,1,11,10,-6.421013207809234,-0.006158359270636016,4.148677530184641,Manufacturing,10.757092683530441,46961.93615508927,AMAG PHARMACEUTICALS INC,325412,5.6271429
12262,2018Q1,2024Q4,1.117905,1.2391794,98.20822225469934,107.00966840323991,96614.95451701383,79033.09629742302,1,28,27,0.3821839800912219,0.31839189646427624,-0.7411907647651872,Manufacturing,11.78125709211952,130778.07637168342,ASTEC INDUSTRIES INC,333120,1.117905
12294,2018Q1,2024Q4,1.64563,1.7352139,103.11060492530328,109.92730159333763,248333.40358730862,409425.6632568987,1,28,27,0.19651655035353155,0.23738132805664058,1.8690413667535655,Transportation and Warehousing,13.210543448288913,546092.3875002466,MPLX LP,486110,1.64563
12379,2018Q1,2024Q4,1.1420369,1.0843576,49.90778110929406,51.10532253362234,124652.11724921007,100731.38887832579,1,28,27,-0.19176287933898584,0.08785978263736727,-0.7860401139548667,Manufacturing,12.05740737105394,172371.5104686393,AMERICAN WOODMARK CORP,337110,1.1420369
12384,2018Q4,2024Q4,0.53694224,0.67117655,157.41458310255882,108.97409083418894,33818223.53741712,15670038.407422898,4,28,24,0.9340927045255132,-1.5207054743547332,-3.1543831723488625,Manufacturing,17.515398460156323,40442770.560030386,SHELL PLC,324110,0.53694224
12389,2018Q4,2024Q4,1.5261879,1.4810981,57.245264507144775,54.447592247531404,245306.8377826658,126650.37837015628,4,28,24,-0.12487731969608173,-0.20855843941114394,-2.716907401829971,Manufacturing,13.02435003950107,453318.4055195987,HARLEY-DAVIDSON INC,336991,1.5261879
12392,2018Q1,2024Q4,1.0673674,1.1661018,124.4078062038265,121.87670329948917,220707.7188571729,199990.17631922525,1,28,27,0.328208347258685,-0.07610074779252907,-0.36441232723422035,Transportation and Warehousing,12.6596824553695,314796.74493575655,SKYWEST INC,481111,1.0673674
12421,2018Q4,2022Q4,1.2320955,0.92173719,48.383523491525956,51.80633198983821,35843.368727548936,9782.568570268375,4,20,16,-1.7974712421969241,0.428120383957431,-7.795364562097884,Retail Trade,10.827996915073223,50412.62481603975,KASPIEN HOLDINGS INC,455,1.2320955
12432,2018Q1,2020Q2,1.3294024,0.84175837,111.54911863943514,118.18835074567433,57053.594889218184,21412.556968950874,1,10,9,-4.950926647300646,0.6444513181513845,-10.317129178368978,"Mining, Quarrying, and Oil and Gas Extraction",11.38105231125447,87645.21627287807,HI-CRUSH INC,212399,1.3294024
12433,2018Q1,2023Q1,1.2905926,1.2624927,148.95986277208632,138.1430238751439,7308.958378397341,7060.268627029204,1,21,20,-0.11000641235254793,-0.37622718007220834,-0.1729386433859892,Manufacturing,9.952710304568013,21009.086310283586,MERIDIAN BIOSCIENCE INC,325413,1.2905926
12445,2018Q1,2024Q4,1.4949483,1.6966178,83.5412817515654,78.47568480561787,84023.48655356995,86892.0409172149,1,28,27,0.46978566228399465,-0.2314061858648908,0.12441094666675312,Manufacturing,11.932255107015273,152094.16384756684,WATTS WATER TECHNOLOGIES INC,332919,1.4949483
12458,2018Q4,2024Q4,1.3672674,1.216795,46.56370167581853,40.41081999214106,1493.0451157564921,3368.5718269511094,4,28,24,-0.4846293499600862,-0.5887754376099785,3.448421930325263,Manufacturing,7.8126989808628675,2471.792761856535,PRO-DEX INC/CO,339112,1.3672674
12482,2018Q4,2024Q4,1.3897332,1.1782198,49.21431171174023,35.54999936621414,5283.417467124524,10829.498928901901,4,28,24,-0.6855854452055943,-1.3460434257782539,3.035581500200979,Manufacturing,9.092752156959339,8890.620796607218,CLEARFIELD INC,334419,1.3897332
12485,2018Q1,2024Q4,2.1924431,2.4371929,39.4600962577241,60.45873420288752,316388.4093558364,228762.78662965356,1,28,27,0.39273375387802734,1.5928155755504214,-1.1938716798836957,Information,13.749539826382398,936158.263762141,ALTICE USA INC,516120,2.1924431
12522,2018Q4,2021Q4,1.2970085,1.4992284,60.37061462503759,79.004652042133,2113.7626002880065,6378.738762169562,4,16,12,1.2147363534505962,2.2670171485585477,9.641057884523917,Manufacturing,8.107597271213415,3319.592359913282,RADA ELECTRONIC INDUSTRIES,334511,1.2970085
12540,2018Q4,2024Q4,6.3971343,10.029526,48.58133021062459,43.76798367367634,112936.9550424889,139432.8884156621,4,28,24,1.8913436077236057,-0.4337927282904941,0.8820071948238306,Information,13.790232513411915,975038.7701169433,ADOBE INC,518210,6.3971343
12568,2018Q1,2024Q4,0.90336639,1.1539309,26.11920911517,20.92824276533445,3379.0219915302237,4296.11742784348,1,28,27,0.9107943770181093,-0.8172769822821779,0.8933197368790058,Information,8.323511842639595,4119.60202844189,DAILY JOURNAL CORP,513210,0.90336639
12575,2018Q1,2024Q4,0.66364074,0.75109774,73.61598630614067,62.43899811131814,1942.4654901958736,1330.9502985131383,1,28,27,0.4595521276868686,-0.6080407839505031,-1.3904823836001223,Manufacturing,7.962451845519601,2871.1038327367637,CYANOTECH CORP,325411,0.66364074
12578,2018Q1,2024Q4,0.78598696,0.66009307,65.98114056478329,44.580180248697566,106968.20717628083,115602.5402137126,1,28,27,-0.644430735477608,-1.4416537991348233,0.28791839130366537,Manufacturing,12.140224668263416,187254.63765644954,VALHI INC,325130,0.78598696
12589,2018Q4,2024Q4,1.1099607,1.1965934,105.1144944851487,95.3869864750098,326816.26129476365,329632.02393175394,4,28,24,0.31363278935270245,-0.4037992822922387,0.03575152429673434,Health Care and Social Assistance,12.979860035833443,433592.3282642065,ENCOMPASS HEALTH CORP,622310,1.1099607
12597,2018Q4,2024Q4,1.1626883,1.45284,61.20139888911746,55.04049891622618,7036.776225214819,8755.434713718929,4,28,24,0.9325944699659416,-0.44111085523560467,0.914676476393872,Manufacturing,9.200952049862192,9906.556105897806,LAKELAND INDUSTRIES INC,339113,1.1626883
12616,2018Q1,2024Q4,2.1753843,2.3811328,41.06743340877498,41.1634406966574,74297.49674705342,37534.699775639805,1,28,27,0.3352681864685403,0.00864877309645351,-2.497221614671541,Manufacturing,12.095106081776219,178993.73456430086,WACOAL HOLDINGS CORP,315250,2.1753843
12684,2018Q2,2019Q2,2.0115268,1.9190955,52.87199011809317,51.91334976276578,2172.4273490699507,3368.2948521546978,2,6,4,-1.169113491400675,-0.4563986542040266,11.587670149351714,Health Care and Social Assistance,8.560876446763032,5223.257073646845,HEMACARE CORP,621991,2.0115268
12686,2018Q1,2024Q4,3.710578,1.4061651,62.686101876407996,59.934593299615926,252.75357743756817,123.90513493300884,1,28,27,-3.529973431679867,-0.16610598904277518,-2.605812967820964,"Mining, Quarrying, and Oil and Gas Extraction",6.988179078295363,1083.7462612863615,JURA ENERGY CORP,2111,3.710578
12719,2018Q4,2024Q4,2.3559,2.3931301,27.851186840314597,24.31043972062719,810.6119348662036,1621.2242207602894,4,28,24,0.06535198796702169,-0.5649386223083974,2.9302245929525794,Manufacturing,7.746024163249515,2312.3605462630353,APYX MEDICAL CORP,334510,2.3559
12722,2018Q1,2022Q1,0.97658736,0.99261624,91.53778209901118,93.47849500175177,1363.0208818254869,610.1747920724987,1,17,16,0.10180125365224502,0.13120852623231816,-4.899131189635808,Manufacturing,7.385079620925686,1611.7561193991826,INTERNATIONAL BALER CORP,333999,0.97658736
12731,2018Q4,2024Q4,1.8477312,3.2295003,23.3807534062317,20.92824276533445,31.25346161758423,12.358824200479141,4,28,24,2.353812115626952,-0.4606590492425622,-3.791902601921482,Information,4.355886018081334,77.93584732486192,VERITEC INC,513210,1.8477312
12743,2018Q4,2024Q4,1.514516,2.0768199,69.70708781035874,66.57793347783651,1070.134350323612,582.766094991824,4,28,24,1.324283284066019,-0.19118704330215452,-2.500512655410936,Manufacturing,7.492703569007309,1794.8981691010079,DIAMOND ESTATES WINES & SPIR,312130,1.514516
12756,2018Q4,2024Q4,1.5778023,1.4975244,100.2880065830076,109.17721603224702,690626.335195354,2033761.455679355,4,28,24,-0.21734506575676882,0.3544863418274202,4.602975031311218,Manufacturing,14.003455414215571,1206766.9678603644,COCA-COLA EUROPACIFIC PARTNE,312111,1.5778023
12761,2018Q4,2024Q4,0.98553872,1.0712304,58.59035415314987,60.320885779112956,116178.61155507731,51866.18245427235,4,28,24,0.3479989395066774,0.1213582884795672,-3.3044278306023855,Manufacturing,11.750385365160598,126802.41482442676,SUNOPTA INC,3119,0.98553872
12785,2018Q1,2024Q4,1.0340847,1.0664159,25.918292121976382,9.589180007858944,963763.8567929573,1174705.606469686,1,28,27,0.114089892776148,-3.6156584461414676,0.7357547485363769,Manufacturing,13.914186494578257,1103708.5700621062,PILGRIM'S PRIDE CORP,311615,1.0340847
12796,2018Q1,2021Q1,1.326432,1.8425193,49.34521352835194,48.81224613205784,99867.39880283207,65123.6082560622,1,13,12,2.7765230324193313,-0.09045526588724595,-3.500241514027058,Information,12.093888571949766,178775.94054367897,CORELOGIC INC,518210,1.326432
12818,2018Q1,2023Q1,0.59036684,0.6586113,49.86759771065534,50.48959416652002,370.0891014626396,408.3792771114332,1,21,20,0.5484455914330333,0.06199826885744386,0.4934763634055761,Manufacturing,6.1874854987087256,486.6209575149365,PERSPECTIVE THERAPEUTICS INC,325414,0.59036684
